year,month,day,IHR1,IHR2,amplitude,phase
1905,1,1,-0.76582,1.6125,1.7851,7
1905,1,2,-0.73969,1.6833,1.8387,7
1905,1,3,-0.73199,1.7849,1.9291,7
1905,1,4,-0.7571,1.8674,2.0151,7
1905,1,5,-0.79932,1.8859,2.0483,7
1905,1,6,-0.82641,1.8194,1.9983,7
1905,1,7,-0.81042,1.6791,1.8645,7
1905,1,8,-0.74311,1.5054,1.6788,7
1905,1,9,-0.64017,1.3519,1.4958,7
1905,1,10,-0.53355,1.2651,1.3731,7
1905,1,11,-0.45801,1.2632,1.3437,7
1905,1,12,-0.43939,1.3272,1.3981,7
1905,1,13,-0.48975,1.4079,1.4906,7
1905,1,14,-0.60644,1.446,1.568,7
1905,1,15,-0.77273,1.3963,1.5959,7
1905,1,16,-0.96032,1.2452,1.5725,7
1905,1,17,-1.1359,1.0122,1.5215,8
1905,1,18,-1.2689,0.73699,1.4674,8
1905,1,19,-1.3367,0.45817,1.4131,8
1905,1,20,-1.3255,0.19859,1.3403,8
1905,1,21,-1.2287,-0.035501,1.2292,1
1905,1,22,-1.0456,-0.24163,1.0732,1
1905,1,23,-0.78557,-0.4073,0.88488,1
1905,1,24,-0.47303,-0.50737,0.69367,2
1905,1,25,-0.14753,-0.51687,0.53751,2
1905,1,26,0.14642,-0.42872,0.45303,3
1905,1,27,0.37327,-0.26353,0.45692,4
1905,1,28,0.51625,-0.062548,0.52002,4
1905,1,29,0.57836,0.13203,0.59324,5
1905,1,30,0.57477,0.29681,0.64688,5
1905,1,31,0.52015,0.43074,0.67535,5
1905,2,1,0.4206,0.54078,0.68509,6
1905,2,2,0.27644,0.62379,0.6823,6
1905,2,3,0.092474,0.66373,0.67014,6
1905,2,4,-0.11612,0.64537,0.65574,7
1905,2,5,-0.32677,0.56987,0.65691,7
1905,2,6,-0.51701,0.45749,0.69036,8
1905,2,7,-0.66953,0.33915,0.75053,8
1905,2,8,-0.77475,0.24477,0.8125,8
1905,2,9,-0.83243,0.19433,0.85482,8
1905,2,10,-0.8522,0.19235,0.87364,8
1905,2,11,-0.85032,0.22775,0.88029,8
1905,2,12,-0.84408,0.27882,0.88894,8
1905,2,13,-0.84592,0.32142,0.90493,8
1905,2,14,-0.85931,0.33541,0.92245,8
1905,2,15,-0.8766,0.30898,0.92945,8
1905,2,16,-0.88091,0.24094,0.91326,8
1905,2,17,-0.85224,0.1419,0.86398,8
1905,2,18,-0.77558,0.033102,0.77628,8
1905,2,19,-0.6459,-0.056235,0.64835,1
1905,2,20,-0.46834,-0.095424,0.47796,1
1905,2,21,-0.25479,-0.060545,0.26188,1
1905,2,22,-0.022512,0.059685,0.06379,7
1905,2,23,0.2034,0.26415,0.33339,6
1905,2,24,0.38617,0.54102,0.6647,6
1905,2,25,0.47824,0.86622,0.98947,6
1905,2,26,0.43092,1.1991,1.2742,6
1905,2,27,0.21279,1.4844,1.4996,6
1905,2,28,-0.17193,1.6654,1.6743,7
1905,3,1,-0.67715,1.7044,1.834,7
1905,3,2,-1.2285,1.5977,2.0153,7
1905,3,3,-1.7485,1.3765,2.2253,8
1905,3,4,-2.1795,1.0941,2.4387,8
1905,3,5,-2.4905,0.80522,2.6174,8
1905,3,6,-2.6744,0.55026,2.7304,8
1905,3,7,-2.7406,0.34874,2.7627,8
1905,3,8,-2.7112,0.19915,2.7185,8
1905,3,9,-2.6166,0.082557,2.6179,8
1905,3,10,-2.4884,-0.028907,2.4885,1
1905,3,11,-2.3515,-0.15853,2.3568,1
1905,3,12,-2.2235,-0.3159,2.2458,1
1905,3,13,-2.1148,-0.49711,2.1724,1
1905,3,14,-2.0288,-0.69021,2.143,1
1905,3,15,-1.9612,-0.87892,2.1491,1
1905,3,16,-1.9035,-1.0475,2.1727,1
1905,3,17,-1.8488,-1.19,2.1987,1
1905,3,18,-1.7934,-1.3179,2.2255,1
1905,3,19,-1.7306,-1.455,2.261,1
1905,3,20,-1.6463,-1.6188,2.3088,1
1905,3,21,-1.5211,-1.8034,2.3592,2
1905,3,22,-1.341,-1.9777,2.3895,2
1905,3,23,-1.1061,-2.0979,2.3717,2
1905,3,24,-0.83304,-2.1241,2.2816,2
1905,3,25,-0.55023,-2.0352,2.1083,2
1905,3,26,-0.28931,-1.8377,1.8604,2
1905,3,27,-0.076088,-1.5641,1.566,2
1905,3,28,0.073172,-1.2646,1.2667,3
1905,3,29,0.15129,-0.99458,1.006,3
1905,3,30,0.15928,-0.80216,0.81782,3
1905,3,31,0.10671,-0.7133,0.72123,3
1905,4,1,0.010049,-0.72277,0.72284,3
1905,4,2,-0.11063,-0.79817,0.8058,2
1905,4,3,-0.23326,-0.8967,0.92655,2
1905,4,4,-0.33292,-0.98283,1.0377,2
1905,4,5,-0.38344,-1.0374,1.106,2
1905,4,6,-0.36384,-1.0551,1.116,2
1905,4,7,-0.26943,-1.036,1.0705,2
1905,4,8,-0.12169,-0.97977,0.9873,2
1905,4,9,0.032788,-0.88908,0.88969,3
1905,4,10,0.14053,-0.77801,0.7906,3
1905,4,11,0.16632,-0.67253,0.69279,3
1905,4,12,0.10812,-0.60069,0.61034,3
1905,4,13,-0.007865,-0.58149,0.58154,2
1905,4,14,-0.14368,-0.62106,0.63746,2
1905,4,15,-0.26372,-0.71622,0.76323,2
1905,4,16,-0.33945,-0.85639,0.92121,2
1905,4,17,-0.35146,-1.0201,1.0789,2
1905,4,18,-0.29549,-1.1722,1.2088,2
1905,4,19,-0.18885,-1.2722,1.2861,2
1905,4,20,-0.06635,-1.2907,1.2924,2
1905,4,21,0.034588,-1.2222,1.2227,3
1905,4,22,0.089106,-1.085,1.0887,3
1905,4,23,0.091357,-0.91402,0.91858,3
1905,4,24,0.053567,-0.75127,0.75318,3
1905,4,25,0.0010549,-0.636,0.636,3
1905,4,26,-0.03494,-0.59235,0.59337,2
1905,4,27,-0.027653,-0.61914,0.61976,2
1905,4,28,0.033369,-0.68739,0.6882,3
1905,4,29,0.13344,-0.75055,0.76232,3
1905,4,30,0.2345,-0.76395,0.79913,3
1905,5,1,0.28919,-0.70445,0.76149,3
1905,5,2,0.26114,-0.57963,0.63575,3
1905,5,3,0.14021,-0.42417,0.44674,3
1905,5,4,-0.053492,-0.28559,0.29056,2
1905,5,5,-0.27771,-0.20702,0.34638,1
1905,5,6,-0.48391,-0.21391,0.52908,1
1905,5,7,-0.63309,-0.31084,0.70528,1
1905,5,8,-0.70339,-0.48448,0.85409,1
1905,5,9,-0.68896,-0.70686,0.98707,2
1905,5,10,-0.59513,-0.9376,1.1105,2
1905,5,11,-0.43501,-1.1332,1.2138,2
1905,5,12,-0.22742,-1.2646,1.2849,2
1905,5,13,0.005606,-1.3318,1.3318,3
1905,5,14,0.24501,-1.3612,1.3831,3
1905,5,15,0.48178,-1.3856,1.4669,3
1905,5,16,0.71977,-1.4219,1.5937,3
1905,5,17,0.97009,-1.4617,1.7544,3
1905,5,18,1.2399,-1.4762,1.9279,3
1905,5,19,1.5215,-1.4309,2.0887,4
1905,5,20,1.788,-1.3026,2.2122,4
1905,5,21,1.999,-1.0905,2.2771,4
1905,5,22,2.1152,-0.81676,2.2674,4
1905,5,23,2.1156,-0.5175,2.178,4
1905,5,24,2.0077,-0.22667,2.0205,4
1905,5,25,1.8247,0.037433,1.8251,5
1905,5,26,1.6096,0.27528,1.633,5
1905,5,27,1.3953,0.49679,1.4811,5
1905,5,28,1.1903,0.70678,1.3843,5
1905,5,29,0.97891,0.89439,1.326,5
1905,5,30,0.73764,1.0335,1.2697,6
1905,5,31,0.45614,1.0931,1.1844,6
1905,6,1,0.15174,1.0533,1.0642,6
1905,6,2,-0.13277,0.91854,0.92808,7
1905,6,3,-0.34676,0.71957,0.79876,7
1905,6,4,-0.45455,0.5005,0.6761,7
1905,6,5,-0.44758,0.30002,0.53884,8
1905,6,6,-0.34118,0.14006,0.36881,8
1905,6,7,-0.16373,0.02841,0.16618,8
1905,6,8,0.050747,-0.032831,0.060441,4
1905,6,9,0.26646,-0.042605,0.26984,4
1905,6,10,0.45056,-0.00398,0.45058,4
1905,6,11,0.58027,0.0698,0.58445,5
1905,6,12,0.64824,0.1521,0.66585,5
1905,6,13,0.66368,0.20832,0.69561,5
1905,6,14,0.64732,0.20786,0.67988,5
1905,6,15,0.62289,0.13566,0.63749,5
1905,6,16,0.60925,-0.0036907,0.60926,4
1905,6,17,0.61735,-0.18747,0.64519,4
1905,6,18,0.65097,-0.37909,0.75331,4
1905,6,19,0.70849,-0.53414,0.88728,4
1905,6,20,0.78359,-0.61096,0.99362,4
1905,6,21,0.86667,-0.5832,1.0446,4
1905,6,22,0.94742,-0.44864,1.0483,4
1905,6,23,1.0172,-0.22728,1.0423,4
1905,6,24,1.0676,0.048884,1.0688,5
1905,6,25,1.0877,0.34625,1.1414,5
1905,6,26,1.0615,0.63228,1.2355,5
1905,6,27,0.97353,0.87307,1.3077,5
1905,6,28,0.81799,1.032,1.3169,6
1905,6,29,0.60962,1.0759,1.2366,6
1905,6,30,0.38495,0.98781,1.0602,6
1905,7,1,0.18994,0.77885,0.80168,6
1905,7,2,0.060478,0.4907,0.49442,6
1905,7,3,0.0090819,0.18739,0.18761,6
1905,7,4,0.022177,-0.060201,0.064155,3
1905,7,5,0.064691,-0.19376,0.20427,3
1905,7,6,0.089518,-0.18834,0.20853,3
1905,7,7,0.053908,-0.063895,0.083598,3
1905,7,8,-0.061461,0.12155,0.1362,7
1905,7,9,-0.23988,0.29552,0.38062,7
1905,7,10,-0.43059,0.39857,0.58674,8
1905,7,11,-0.56538,0.40556,0.69579,8
1905,7,12,-0.58509,0.33415,0.67378,8
1905,7,13,-0.46571,0.23703,0.52256,8
1905,7,14,-0.23114,0.17763,0.29151,8
1905,7,15,0.05601,0.20032,0.20801,6
1905,7,16,0.32037,0.30956,0.44549,5
1905,7,17,0.5038,0.46996,0.68897,5
1905,7,18,0.58538,0.62696,0.85776,6
1905,7,19,0.58341,0.73723,0.94014,6
1905,7,20,0.53839,0.78791,0.95429,6
1905,7,21,0.4883,0.79324,0.93148,6
1905,7,22,0.45079,0.77451,0.89615,6
1905,7,23,0.4208,0.74243,0.85339,6
1905,7,24,0.38008,0.69191,0.78943,6
1905,7,25,0.31175,0.61036,0.68536,6
1905,7,26,0.21051,0.49176,0.53493,6
1905,7,27,0.082874,0.3469,0.35666,6
1905,7,28,-0.062359,0.20064,0.21011,7
1905,7,29,-0.22247,0.079425,0.23622,8
1905,7,30,-0.40037,-0.00064364,0.40037,1
1905,7,31,-0.59697,-0.036202,0.59807,1
1905,8,1,-0.8044,-0.032992,0.80507,1
1905,8,2,-1.0033,-0.0023615,1.0033,1
1905,8,3,-1.1661,0.03907,1.1667,8
1905,8,4,-1.2638,0.071363,1.2659,8
1905,8,5,-1.2761,0.077757,1.2785,8
1905,8,6,-1.1961,0.053412,1.1972,8
1905,8,7,-1.0324,0.0077187,1.0324,8
1905,8,8,-0.80727,-0.04202,0.80836,1
1905,8,9,-0.55495,-0.080253,0.56073,1
1905,8,10,-0.31938,-0.098827,0.33432,1
1905,8,11,-0.14675,-0.099553,0.17733,1
1905,8,12,-0.069442,-0.094089,0.11694,2
1905,8,13,-0.091345,-0.10017,0.13556,2
1905,8,14,-0.18626,-0.13446,0.22972,1
1905,8,15,-0.31031,-0.20778,0.37345,1
1905,8,16,-0.41834,-0.32289,0.52846,1
1905,8,17,-0.47711,-0.47276,0.67167,1
1905,8,18,-0.47216,-0.63902,0.79453,2
1905,8,19,-0.40853,-0.79583,0.89456,2
1905,8,20,-0.30472,-0.9185,0.96773,2
1905,8,21,-0.18137,-0.99111,1.0076,2
1905,8,22,-0.048895,-1.0067,1.0079,2
1905,8,23,0.097205,-0.96232,0.96722,3
1905,8,24,0.2688,-0.8545,0.89578,3
1905,8,25,0.4707,-0.68368,0.83005,3
1905,8,26,0.69206,-0.46292,0.83261,4
1905,8,27,0.90859,-0.22287,0.93553,4
1905,8,28,1.092,-0.0049535,1.092,4
1905,8,29,1.2193,0.15426,1.229,5
1905,8,30,1.279,0.23876,1.3011,5
1905,8,31,1.2735,0.25622,1.299,5
1905,9,1,1.2198,0.22532,1.2404,5
1905,9,2,1.146,0.15848,1.1569,5
1905,9,3,1.0827,0.058229,1.0842,5
1905,9,4,1.05,-0.070718,1.0524,4
1905,9,5,1.0481,-0.20844,1.0686,4
1905,9,6,1.0565,-0.32142,1.1043,4
1905,9,7,1.0455,-0.37613,1.1111,4
1905,9,8,0.99142,-0.35189,1.052,4
1905,9,9,0.88847,-0.24336,0.9212,4
1905,9,10,0.74969,-0.056955,0.75185,4
1905,9,11,0.59747,0.19319,0.62793,5
1905,9,12,0.45023,0.4868,0.66308,6
1905,9,13,0.31369,0.79902,0.85839,6
1905,9,14,0.18052,1.1013,1.116,6
1905,9,15,0.038274,1.3614,1.362,6
1905,9,16,-0.12014,1.5431,1.5478,7
1905,9,17,-0.28955,1.6123,1.6381,7
1905,9,18,-0.45354,1.5494,1.6144,7
1905,9,19,-0.59081,1.3598,1.4826,7
1905,9,20,-0.68343,1.076,1.2747,7
1905,9,21,-0.72314,0.74931,1.0413,7
1905,9,22,-0.71469,0.43606,0.83722,8
1905,9,23,-0.67545,0.18403,0.70007,8
1905,9,24,-0.6326,0.022718,0.63301,8
1905,9,25,-0.61636,-0.042323,0.61781,1
1905,9,26,-0.64926,-0.029872,0.64994,1
1905,9,27,-0.73626,0.02554,0.7367,8
1905,9,28,-0.86337,0.089174,0.86796,8
1905,9,29,-1.0057,0.14141,1.0156,8
1905,9,30,-1.14,0.18248,1.1545,8
1905,10,1,-1.2544,0.22367,1.2742,8
1905,10,2,-1.3523,0.26977,1.3789,8
1905,10,3,-1.4475,0.30497,1.4792,8
1905,10,4,-1.5523,0.29241,1.5796,8
1905,10,5,-1.6617,0.19114,1.6727,8
1905,10,6,-1.7462,-0.018879,1.7463,1
1905,10,7,-1.7625,-0.31876,1.7911,1
1905,10,8,-1.677,-0.65152,1.7991,1
1905,10,9,-1.4853,-0.9411,1.7584,1
1905,10,10,-1.2148,-1.1224,1.6539,1
1905,10,11,-0.91034,-1.169,1.4817,2
1905,10,12,-0.61541,-1.1058,1.2655,2
1905,10,13,-0.35755,-0.99423,1.0566,2
1905,10,14,-0.14414,-0.8993,0.91078,2
1905,10,15,0.034118,-0.85653,0.85721,3
1905,10,16,0.1946,-0.85983,0.88158,3
1905,10,17,0.35295,-0.87063,0.93945,3
1905,10,18,0.51511,-0.83839,0.984,3
1905,10,19,0.67602,-0.72236,0.98935,3
1905,10,20,0.82585,-0.50964,0.97044,4
1905,10,21,0.95887,-0.2225,0.98434,4
1905,10,22,1.0751,0.088809,1.0788,5
1905,10,23,1.1744,0.36534,1.2299,5
1905,10,24,1.2512,0.56132,1.3714,5
1905,10,25,1.298,0.66098,1.4566,5
1905,10,26,1.3089,0.68397,1.4768,5
1905,10,27,1.2809,0.67623,1.4484,5
1905,10,28,1.2112,0.68821,1.3931,5
1905,10,29,1.0981,0.75119,1.3305,5
1905,10,30,0.9412,0.86386,1.2775,5
1905,10,31,0.74136,0.9964,1.2419,6
1905,11,1,0.49997,1.1083,1.2158,6
1905,11,2,0.22116,1.1706,1.1913,6
1905,11,3,-0.084995,1.1806,1.1836,7
1905,11,4,-0.40126,1.1615,1.2289,7
1905,11,5,-0.70661,1.1457,1.3461,7
1905,11,6,-0.98168,1.1515,1.5131,7
1905,11,7,-1.2137,1.1701,1.6859,8
1905,11,8,-1.3995,1.1734,1.8263,8
1905,11,9,-1.5468,1.1325,1.9171,8
1905,11,10,-1.6731,1.0335,1.9666,8
1905,11,11,-1.8004,0.87799,2.0031,8
1905,11,12,-1.9447,0.67108,2.0573,8
1905,11,13,-2.104,0.40989,2.1436,8
1905,11,14,-2.2486,0.084897,2.2502,8
1905,11,15,-2.3245,-0.30549,2.3445,1
1905,11,16,-2.272,-0.73891,2.3891,1
1905,11,17,-2.051,-1.1655,2.3591,1
1905,11,18,-1.661,-1.5185,2.2506,1
1905,11,19,-1.1439,-1.7336,2.077,2
1905,11,20,-0.57338,-1.7675,1.8582,2
1905,11,21,-0.037166,-1.6126,1.613,2
1905,11,22,0.38294,-1.3016,1.3568,3
1905,11,23,0.63139,-0.89998,1.0994,3
1905,11,24,0.6931,-0.48527,0.84609,4
1905,11,25,0.59292,-0.12576,0.60612,4
1905,11,26,0.38113,0.134,0.404,5
1905,11,27,0.11453,0.27726,0.29999,6
1905,11,28,-0.15534,0.31273,0.34919,7
1905,11,29,-0.38677,0.26755,0.47029,8
1905,11,30,-0.54978,0.1773,0.57766,8
1905,12,1,-0.62841,0.07398,0.63275,8
1905,12,2,-0.62078,-0.023109,0.62121,1
1905,12,3,-0.53709,-0.10962,0.54816,1
1905,12,4,-0.3971,-0.1892,0.43987,1
1905,12,5,-0.22857,-0.26314,0.34855,2
1905,12,6,-0.063769,-0.32363,0.32985,2
1905,12,7,0.066988,-0.35484,0.36111,3
1905,12,8,0.1421,-0.33868,0.36729,3
1905,12,9,0.15132,-0.26366,0.304,3
1905,12,10,0.096247,-0.13318,0.16432,3
1905,12,11,-0.0094895,0.030613,0.03205,7
1905,12,12,-0.14194,0.19212,0.23887,7
1905,12,13,-0.27379,0.3137,0.41638,7
1905,12,14,-0.3829,0.36778,0.53092,8
1905,12,15,-0.45808,0.34351,0.57257,8
1905,12,16,-0.49943,0.24681,0.55709,8
1905,12,17,-0.51453,0.095386,0.5233,8
1905,12,18,-0.51311,-0.085996,0.52027,1
1905,12,19,-0.50407,-0.26789,0.57083,1
1905,12,20,-0.49441,-0.41871,0.64788,1
1905,12,21,-0.48791,-0.51288,0.70789,2
1905,12,22,-0.48242,-0.54129,0.72507,2
1905,12,23,-0.47049,-0.51593,0.69824,2
1905,12,24,-0.44616,-0.46309,0.64305,2
1905,12,25,-0.41502,-0.41172,0.5846,1
1905,12,26,-0.39861,-0.38586,0.55478,1
1905,12,27,-0.42786,-0.4049,0.58908,1
1905,12,28,-0.52806,-0.48528,0.71718,1
1905,12,29,-0.70454,-0.64002,0.95184,1
1905,12,30,-0.93545,-0.87624,1.2817,1
1905,12,31,-1.1738,-1.1925,1.6733,2
1906,1,1,-1.3577,-1.5746,2.0791,2
1906,1,2,-1.4265,-1.992,2.45,2
1906,1,3,-1.3384,-2.3998,2.7478,2
1906,1,4,-1.0819,-2.7466,2.952,2
1906,1,5,-0.67855,-2.9833,3.0595,2
1906,1,6,-0.17908,-3.0718,3.077,2
1906,1,7,0.34707,-2.9943,3.0143,3
1906,1,8,0.82866,-2.7619,2.8835,3
1906,1,9,1.2104,-2.4136,2.7001,3
1906,1,10,1.4629,-2.0073,2.4838,3
1906,1,11,1.5835,-1.6052,2.2548,3
1906,1,12,1.5916,-1.2611,2.0306,4
1906,1,13,1.5216,-1.0068,1.8245,4
1906,1,14,1.4122,-0.84388,1.6451,4
1906,1,15,1.294,-0.74304,1.4922,4
1906,1,16,1.1816,-0.65826,1.3526,4
1906,1,17,1.075,-0.54835,1.2068,4
1906,1,18,0.96933,-0.39399,1.0463,4
1906,1,19,0.86324,-0.19987,0.88608,4
1906,1,20,0.75919,0.014364,0.75932,5
1906,1,21,0.66225,0.22664,0.69996,5
1906,1,22,0.58195,0.42208,0.7189,5
1906,1,23,0.53401,0.59865,0.80221,6
1906,1,24,0.53485,0.76565,0.93396,6
1906,1,25,0.59122,0.93496,1.1062,6
1906,1,26,0.69219,1.1093,1.3076,6
1906,1,27,0.80982,1.2771,1.5122,6
1906,1,28,0.90766,1.4178,1.6835,6
1906,1,29,0.95441,1.5165,1.7919,6
1906,1,30,0.93512,1.5769,1.8333,6
1906,1,31,0.8536,1.6235,1.8342,6
1906,2,1,0.7246,1.6879,1.8368,6
1906,2,2,0.56414,1.788,1.8748,6
1906,2,3,0.3842,1.9139,1.9521,6
1906,2,4,0.19059,2.0316,2.0405,6
1906,2,5,-0.020667,2.0977,2.0978,7
1906,2,6,-0.26461,2.0755,2.0923,7
1906,2,7,-0.55909,1.9417,2.0206,7
1906,2,8,-0.90795,1.6879,1.9166,7
1906,2,9,-1.2896,1.3221,1.8469,7
1906,2,10,-1.6608,0.86881,1.8743,8
1906,2,11,-1.9725,0.36204,2.0054,8
1906,2,12,-2.1862,-0.16535,2.1924,1
1906,2,13,-2.2821,-0.69031,2.3842,1
1906,2,14,-2.2578,-1.2006,2.5572,1
1906,2,15,-2.1207,-1.6903,2.7119,1
1906,2,16,-1.8789,-2.1505,2.8557,2
1906,2,17,-1.5372,-2.5603,2.9863,2
1906,2,18,-1.0983,-2.883,3.0851,2
1906,2,19,-0.57248,-3.0751,3.128,2
1906,2,20,0.013166,-3.1052,3.1052,3
1906,2,21,0.61316,-2.9694,3.0321,3
1906,2,22,1.1727,-2.6925,2.9368,3
1906,2,23,1.6401,-2.3153,2.8373,3
1906,2,24,1.9768,-1.8818,2.7292,4
1906,2,25,2.1633,-1.4309,2.5937,4
1906,2,26,2.2032,-0.99373,2.417,4
1906,2,27,2.1226,-0.5918,2.2035,4
1906,2,28,1.9629,-0.23516,1.977,4
1906,3,1,1.7664,0.076953,1.7681,5
1906,3,2,1.5598,0.35081,1.5988,5
1906,3,3,1.3494,0.59065,1.473,5
1906,3,4,1.1306,0.79735,1.3835,5
1906,3,5,0.90455,0.97503,1.33,6
1906,3,6,0.68296,1.1372,1.3265,6
1906,3,7,0.4782,1.3004,1.3855,6
1906,3,8,0.29049,1.4668,1.4952,6
1906,3,9,0.10784,1.6115,1.6151,6
1906,3,10,-0.08182,1.6895,1.6915,7
1906,3,11,-0.27947,1.659,1.6824,7
1906,3,12,-0.47243,1.5033,1.5758,7
1906,3,13,-0.63933,1.2386,1.3939,7
1906,3,14,-0.75851,0.90747,1.1827,7
1906,3,15,-0.81912,0.56393,0.99447,8
1906,3,16,-0.83041,0.25811,0.8696,8
1906,3,17,-0.82152,0.022866,0.82184,8
1906,3,18,-0.82722,-0.13275,0.8378,1
1906,3,19,-0.86857,-0.2221,0.89652,1
1906,3,20,-0.94324,-0.27201,0.98167,1
1906,3,21,-1.0326,-0.31218,1.0788,1
1906,3,22,-1.1157,-0.36757,1.1747,1
1906,3,23,-1.1759,-0.45598,1.2612,1
1906,3,24,-1.1976,-0.58682,1.3337,1
1906,3,25,-1.1635,-0.75916,1.3893,1
1906,3,26,-1.0596,-0.95989,1.4298,1
1906,3,27,-0.88408,-1.167,1.4641,2
1906,3,28,-0.64762,-1.358,1.5045,2
1906,3,29,-0.36543,-1.5173,1.5607,2
1906,3,30,-0.048313,-1.6361,1.6368,2
1906,3,31,0.29666,-1.705,1.7306,3
1906,4,1,0.65844,-1.7098,1.8322,3
1906,4,2,1.0145,-1.6353,1.9244,3
1906,4,3,1.3302,-1.4753,1.9864,3
1906,4,4,1.5659,-1.2416,1.9984,4
1906,4,5,1.691,-0.96373,1.9464,4
1906,4,6,1.6965,-0.67907,1.8273,4
1906,4,7,1.5989,-0.4181,1.6527,4
1906,4,8,1.4342,-0.19757,1.4478,4
1906,4,9,1.247,-0.023139,1.2472,4
1906,4,10,1.0802,0.10429,1.0852,5
1906,4,11,0.96522,0.18813,0.98339,5
1906,4,12,0.91234,0.24082,0.94359,5
1906,4,13,0.90585,0.28504,0.94964,5
1906,4,14,0.90876,0.34372,0.97159,5
1906,4,15,0.87634,0.42585,0.97433,5
1906,4,16,0.77317,0.51939,0.93143,5
1906,4,17,0.58793,0.59658,0.8376,6
1906,4,18,0.34038,0.62614,0.71267,6
1906,4,19,0.077261,0.58697,0.59203,6
1906,4,20,-0.14376,0.47742,0.49859,7
1906,4,21,-0.27396,0.31708,0.41904,7
1906,4,22,-0.28755,0.14021,0.31991,8
1906,4,23,-0.18502,-0.013886,0.18554,1
1906,4,24,0.0093602,-0.10878,0.10918,3
1906,4,25,0.25102,-0.11549,0.27631,4
1906,4,26,0.47971,-0.018816,0.48007,4
1906,4,27,0.63159,0.17303,0.65487,5
1906,4,28,0.65934,0.42046,0.78199,5
1906,4,29,0.55247,0.65776,0.859,6
1906,4,30,0.3454,0.81433,0.88455,6
1906,5,1,0.10707,0.84222,0.849,6
1906,5,2,-0.083957,0.73367,0.73846,7
1906,5,3,-0.16693,0.52182,0.54787,7
1906,5,4,-0.1189,0.26753,0.29276,7
1906,5,5,0.038779,0.040882,0.056348,6
1906,5,6,0.24838,-0.098099,0.26706,4
1906,5,7,0.4375,-0.11453,0.45224,4
1906,5,8,0.54582,-0.0072697,0.54587,4
1906,5,9,0.54567,0.19129,0.57823,5
1906,5,10,0.44763,0.42376,0.6164,5
1906,5,11,0.29239,0.62449,0.68955,6
1906,5,12,0.13399,0.73947,0.75151,6
1906,5,13,0.022429,0.74282,0.74316,6
1906,5,14,-0.0088586,0.64318,0.64324,7
1906,5,15,0.052006,0.47943,0.48224,6
1906,5,16,0.19524,0.30729,0.36407,6
1906,5,17,0.39248,0.18166,0.43248,5
1906,5,18,0.60221,0.13996,0.61826,5
1906,5,19,0.77803,0.19362,0.80176,5
1906,5,20,0.8773,0.32979,0.93724,5
1906,5,21,0.86948,0.52,1.0131,5
1906,5,22,0.7445,0.72832,1.0415,5
1906,5,23,0.52141,0.91733,1.0552,6
1906,5,24,0.24974,1.0533,1.0825,6
1906,5,25,-0.0026075,1.1133,1.1133,7
1906,5,26,-0.17389,1.0911,1.1049,7
1906,5,27,-0.23361,1.001,1.0279,7
1906,5,28,-0.1962,0.87305,0.89482,7
1906,5,29,-0.11679,0.74383,0.75294,7
1906,5,30,-0.071239,0.64047,0.64442,7
1906,5,31,-0.12723,0.56769,0.58177,7
1906,6,1,-0.31699,0.50386,0.59528,7
1906,6,2,-0.62224,0.4122,0.74639,8
1906,6,3,-0.98016,0.26135,1.0144,8
1906,6,4,-1.3082,0.043739,1.309,8
1906,6,5,-1.5355,-0.21843,1.5509,1
1906,6,6,-1.6241,-0.47923,1.6933,1
1906,6,7,-1.577,-0.68433,1.7191,1
1906,6,8,-1.4313,-0.79148,1.6356,1
1906,6,9,-1.2425,-0.78891,1.4718,1
1906,6,10,-1.0638,-0.69937,1.2731,1
1906,6,11,-0.9278,-0.56647,1.0871,1
1906,6,12,-0.83828,-0.43213,0.94311,1
1906,6,13,-0.77583,-0.3227,0.84027,1
1906,6,14,-0.71342,-0.25104,0.7563,1
1906,6,15,-0.63088,-0.22718,0.67054,1
1906,6,16,-0.519,-0.26239,0.58156,1
1906,6,17,-0.37544,-0.36195,0.5215,1
1906,6,18,-0.2002,-0.51374,0.55137,2
1906,6,19,0.0031587,-0.68225,0.68225,3
1906,6,20,0.22283,-0.81149,0.84152,3
1906,6,21,0.43501,-0.84074,0.94661,3
1906,6,22,0.60624,-0.73099,0.94967,3
1906,6,23,0.70261,-0.48959,0.85636,4
1906,6,24,0.70226,-0.17488,0.72371,4
1906,6,25,0.60397,0.12345,0.61646,5
1906,6,26,0.42911,0.31806,0.53413,5
1906,6,27,0.21654,0.35415,0.4151,6
1906,6,28,0.010993,0.22484,0.22511,6
1906,6,29,-0.1522,-0.033014,0.15574,1
1906,6,30,-0.25746,-0.35679,0.43998,2
1906,7,1,-0.30956,-0.68035,0.74747,2
1906,7,2,-0.32659,-0.95027,1.0048,2
1906,7,3,-0.33182,-1.1324,1.18,2
1906,7,4,-0.34666,-1.2119,1.2605,2
1906,7,5,-0.38407,-1.1925,1.2528,2
1906,7,6,-0.44154,-1.0961,1.1817,2
1906,7,7,-0.49837,-0.95577,1.0779,2
1906,7,8,-0.52294,-0.79981,0.9556,2
1906,7,9,-0.49037,-0.63846,0.80505,2
1906,7,10,-0.39944,-0.46436,0.61252,2
1906,7,11,-0.27682,-0.2674,0.38488,1
1906,7,12,-0.16586,-0.050483,0.17338,1
1906,7,13,-0.10756,0.16328,0.19553,7
1906,7,14,-0.12248,0.33376,0.35552,7
